gender,race/ethnicity,parental level of education,lunch,age,country_region,years_in_us,family_income_usd,financial_support,work_hours_per_week,scholarship_status,housing_type,study_hours_per_week,attendance_percentage,sleep_hours_per_day,screen_time_hours,campus_activity_participation,library_usage_hours,stress_level,homesickness_level,academic_pressure,social_support_score,visa_type,work_restriction_impact,prev_sem_gpa,english_proficiency_score,semester_gpa
female,group C,bachelor's degree,free/reduced,26.0,South Korea,0.0,140956.0,Family,22.0,No,On-campus,7.0,75.0,5.6,4.5,4.0,8.1,7.0,7.0,5.0,7.0,J1,9.0,2.63,87.7,2.05
male,group E,bachelor's degree,standard,29.0,India,3.0,135598.0,Scholarship,10.0,Yes,Off-campus,37.0,64.0,6.4,5.9,4.0,14.9,6.0,4.0,10.0,1.0,F1,10.0,2.77,98.9,2.22
male,group D,bachelor's degree,free/reduced,27.0,China,2.0,139028.0,Self-funded,20.0,Yes,With relatives,5.0,60.0,8.4,4.6,4.0,6.0,4.0,8.0,5.0,1.0,F1,7.0,3.82,107.3,2.13
female,group A,some college,standard,19.0,Nigeria,1.0,147517.0,Loan,11.0,No,With relatives,9.0,84.0,4.2,8.7,2.0,9.2,3.0,9.0,1.0,9.0,F1,9.0,3.67,105.4,2.6
female,group C,bachelor's degree,standard,18.0,China,1.0,73161.0,Loan,4.0,No,Off-campus,17.0,61.0,8.0,4.4,4.0,5.5,5.0,7.0,3.0,6.0,J1,9.0,3.33,97.1,2.48
female,group C,bachelor's degree,free/reduced,27.0,India,2.0,141316.0,Scholarship,22.0,No,On-campus,23.0,62.0,5.8,7.3,1.0,5.9,3.0,8.0,3.0,5.0,Other,2.0,2.53,116.0,2.32
female,group B,associate's degree,free/reduced,28.0,UK,0.0,22169.0,Self-funded,8.0,No,Off-campus,16.0,61.0,8.3,3.1,2.0,10.4,10.0,8.0,1.0,6.0,F1,1.0,2.23,100.8,2.1
female,group E,some college,standard,26.0,Other,1.0,104092.0,Loan,26.0,No,Off-campus,29.0,70.0,8.0,7.5,4.0,14.1,9.0,2.0,7.0,6.0,Other,4.0,2.03,100.2,2.34
male,group E,bachelor's degree,standard,27.0,India,4.0,42052.0,Self-funded,24.0,Yes,Off-campus,39.0,100.0,5.7,9.3,2.0,8.1,9.0,9.0,1.0,1.0,F1,4.0,2.21,82.5,2.36
female,group C,high school,standard,26.0,Brazil,2.0,91849.0,Self-funded,8.0,No,Off-campus,16.0,61.0,7.5,6.9,1.0,11.5,6.0,6.0,7.0,5.0,Other,2.0,2.59,116.9,2.1
female,group C,associate's degree,standard,26.0,South Korea,2.0,93851.0,Scholarship,21.0,Yes,On-campus,34.0,77.0,4.8,6.5,4.0,1.3,6.0,4.0,4.0,9.0,F1,3.0,3.1,87.1,2.81
male,group B,some college,standard,23.0,South Korea,1.0,28036.0,Family,9.0,No,Off-campus,9.0,96.0,8.5,9.7,0.0,3.2,4.0,5.0,9.0,4.0,F1,3.0,2.13,101.1,2.15
male,group D,high school,free/reduced,25.0,China,0.0,51778.0,Scholarship,21.0,No,On-campus,38.0,70.0,6.0,7.0,1.0,7.5,4.0,10.0,7.0,3.0,F1,5.0,2.27,112.1,2.19
female,group C,high school,free/reduced,28.0,Other,4.0,47734.0,Family,18.0,No,Off-campus,26.0,60.0,6.3,4.1,3.0,0.3,2.0,5.0,5.0,1.0,F1,1.0,2.36,88.6,2.26
male,group D,high school,standard,18.0,Nigeria,0.0,43173.0,Self-funded,0.0,Yes,With relatives,17.0,66.0,7.5,4.3,3.0,3.8,10.0,7.0,7.0,2.0,F1,9.0,3.26,101.1,1.96
female,group B,associate's degree,free/reduced,27.0,UK,3.0,50403.0,Family,6.0,No,On-campus,7.0,65.0,8.1,7.6,1.0,7.8,4.0,9.0,9.0,3.0,F1,8.0,3.23,89.6,1.94
male,group D,high school,free/reduced,21.0,Germany,3.0,86321.0,Self-funded,3.0,Yes,With relatives,24.0,70.0,5.2,7.9,3.0,0.2,8.0,7.0,10.0,4.0,F1,8.0,3.1,110.4,1.99
male,group E,some high school,standard,18.0,Other,1.0,91675.0,Loan,0.0,Yes,Off-campus,35.0,64.0,7.3,4.4,1.0,4.0,10.0,9.0,6.0,7.0,J1,3.0,2.5,102.6,2.21
male,group E,associate's degree,free/reduced,25.0,South Korea,1.0,26344.0,Loan,14.0,No,Off-campus,9.0,60.0,6.0,4.8,0.0,7.7,2.0,4.0,1.0,6.0,F1,2.0,2.74,114.2,2.47
female,group D,high school,free/reduced,18.0,Brazil,1.0,38800.0,Loan,7.0,Yes,Off-campus,28.0,61.0,5.8,9.9,1.0,8.6,9.0,10.0,6.0,8.0,F1,1.0,2.19,115.8,2.0
male,group E,associate's degree,free/reduced,20.0,Other,3.0,45372.0,Scholarship,11.0,No,On-campus,37.0,60.0,7.5,2.8,4.0,13.9,1.0,10.0,1.0,9.0,F1,6.0,2.45,105.9,2.82
female,group C,some high school,free/reduced,21.0,China,0.0,81516.0,Scholarship,21.0,Yes,With relatives,12.0,60.0,5.9,5.2,4.0,9.7,2.0,4.0,4.0,6.0,Other,10.0,3.8,109.0,2.6
male,group C,some college,free/reduced,25.0,China,0.0,40538.0,Self-funded,21.0,No,On-campus,28.0,74.0,5.7,2.5,2.0,6.2,2.0,6.0,8.0,7.0,J1,1.0,3.96,102.0,2.75
male,group D,some college,free/reduced,23.0,Germany,1.0,83918.0,Loan,17.0,No,On-campus,24.0,60.0,8.2,8.6,3.0,14.0,6.0,8.0,5.0,4.0,F1,5.0,3.3,95.4,2.34
male,group D,associate's degree,free/reduced,27.0,Brazil,4.0,34973.0,Scholarship,14.0,No,Off-campus,20.0,71.0,4.5,2.7,3.0,11.8,7.0,9.0,5.0,2.0,F1,9.0,3.83,105.9,2.13
male,group C,bachelor's degree,free/reduced,29.0,Nigeria,0.0,91155.0,Loan,16.0,No,With relatives,16.0,75.0,7.4,7.4,1.0,3.0,3.0,1.0,10.0,9.0,F1,9.0,3.29,116.3,2.68
male,group C,associate's degree,standard,24.0,Other,3.0,120240.0,Scholarship,28.0,No,Off-campus,17.0,87.0,5.2,2.5,3.0,2.0,9.0,1.0,8.0,9.0,F1,4.0,2.07,96.7,2.26
male,group D,some college,free/reduced,25.0,Brazil,2.0,79500.0,Family,13.0,No,On-campus,29.0,63.0,4.1,7.4,4.0,10.1,5.0,8.0,8.0,4.0,F1,7.0,3.99,92.6,2.31
male,group A,associate's degree,standard,19.0,Nigeria,2.0,56575.0,Family,13.0,No,Off-campus,36.0,60.0,4.8,8.7,0.0,8.4,5.0,7.0,1.0,3.0,J1,7.0,2.2,95.5,2.35
female,group E,high school,free/reduced,27.0,Brazil,2.0,125455.0,Loan,17.0,No,With relatives,28.0,60.0,7.0,5.2,1.0,11.8,4.0,9.0,5.0,10.0,F1,4.0,3.37,97.4,2.65
male,group D,some college,standard,28.0,Brazil,4.0,62261.0,Self-funded,19.0,No,Off-campus,13.0,81.0,7.5,6.2,3.0,11.1,9.0,3.0,5.0,6.0,F1,5.0,2.51,82.9,2.28
male,group D,some high school,standard,25.0,India,1.0,130659.0,Scholarship,17.0,No,With relatives,27.0,68.0,4.1,5.2,4.0,9.4,8.0,10.0,8.0,3.0,F1,9.0,2.78,99.9,1.83
male,group C,master's degree,free/reduced,20.0,China,3.0,47716.0,Scholarship,15.0,No,With relatives,17.0,66.0,4.2,4.4,2.0,14.8,4.0,5.0,1.0,1.0,F1,7.0,3.29,99.8,2.34
female,group D,master's degree,standard,24.0,Other,4.0,23236.0,Family,0.0,No,Off-campus,36.0,91.0,8.5,8.4,3.0,8.0,4.0,3.0,7.0,4.0,F1,7.0,2.87,103.5,2.84
male,group C,high school,standard,20.0,Brazil,3.0,35848.0,Family,22.0,No,On-campus,19.0,66.0,4.4,4.2,0.0,1.7,2.0,5.0,7.0,1.0,F1,10.0,2.5,94.5,2.06
male,group A,some high school,free/reduced,24.0,Other,3.0,22352.0,Self-funded,26.0,No,Off-campus,9.0,62.0,8.5,7.8,0.0,12.4,9.0,10.0,9.0,2.0,F1,7.0,2.67,104.5,1.58
female,group B,high school,standard,28.0,Germany,1.0,21932.0,Self-funded,10.0,Yes,On-campus,26.0,68.0,5.1,3.6,3.0,3.8,3.0,1.0,2.0,3.0,J1,9.0,2.68,115.1,2.64
female,group C,associate's degree,standard,29.0,Brazil,2.0,96449.0,Self-funded,14.0,Yes,On-campus,20.0,61.0,7.7,4.0,3.0,11.7,4.0,4.0,3.0,8.0,F1,5.0,3.92,118.2,2.87
male,group B,high school,standard,19.0,South Korea,1.0,28556.0,Loan,11.0,No,Off-campus,14.0,82.0,5.5,4.7,4.0,14.4,7.0,6.0,4.0,10.0,F1,6.0,3.6,103.3,2.59
female,group D,some college,free/reduced,27.0,China,4.0,106836.0,Family,7.0,Yes,On-campus,28.0,60.0,8.3,6.7,3.0,10.5,10.0,2.0,1.0,4.0,Other,3.0,2.92,81.7,2.57
male,group B,some high school,free/reduced,23.0,South Korea,4.0,25498.0,Loan,21.0,No,On-campus,22.0,60.0,7.5,5.6,2.0,8.9,8.0,7.0,7.0,4.0,F1,1.0,2.4,118.8,1.98
female,group E,high school,free/reduced,20.0,Other,4.0,96118.0,Family,19.0,No,Off-campus,22.0,75.0,6.0,8.0,4.0,6.9,8.0,8.0,10.0,10.0,F1,2.0,3.62,108.2,2.33
male,group E,high school,standard,20.0,Other,1.0,70098.0,Family,29.0,No,Off-campus,11.0,73.0,4.4,3.7,1.0,5.5,4.0,1.0,3.0,9.0,F1,8.0,2.31,93.4,2.5
female,group D,some college,standard,26.0,China,3.0,84386.0,Scholarship,5.0,Yes,Off-campus,8.0,77.0,7.7,2.1,2.0,5.3,7.0,4.0,3.0,7.0,F1,1.0,2.42,85.9,2.33
female,group E,some high school,free/reduced,24.0,Other,3.0,132169.0,Family,2.0,Yes,On-campus,30.0,74.0,7.1,8.2,4.0,9.5,10.0,4.0,3.0,2.0,F1,10.0,2.73,85.7,2.36
male,group C,high school,standard,22.0,South Korea,0.0,29569.0,Family,27.0,No,With relatives,9.0,60.0,4.0,8.6,4.0,11.3,1.0,5.0,8.0,3.0,F1,7.0,3.76,86.7,2.18
female,group C,some college,standard,29.0,Brazil,4.0,136127.0,Loan,23.0,No,On-campus,20.0,69.0,4.0,2.5,0.0,10.2,6.0,4.0,9.0,4.0,F1,5.0,2.26,81.8,1.94
male,group E,associate's degree,standard,27.0,Brazil,3.0,146060.0,Family,25.0,No,With relatives,39.0,60.0,8.0,6.9,4.0,3.0,6.0,9.0,10.0,4.0,F1,6.0,2.24,116.1,2.11
male,group C,some college,standard,24.0,India,0.0,76882.0,Loan,29.0,No,Off-campus,30.0,87.0,5.3,5.0,2.0,7.4,6.0,7.0,2.0,10.0,F1,8.0,2.99,101.6,2.81
female,group D,master's degree,standard,26.0,Germany,3.0,90393.0,Self-funded,12.0,No,With relatives,22.0,100.0,7.2,8.4,3.0,11.9,2.0,2.0,10.0,8.0,J1,4.0,2.55,108.0,2.72
female,group D,high school,standard,18.0,Other,4.0,20340.0,Family,12.0,No,Off-campus,33.0,63.0,6.3,9.0,2.0,7.1,8.0,1.0,10.0,10.0,F1,6.0,3.14,113.1,2.62
male,group C,high school,standard,24.0,South Korea,2.0,63949.0,Family,1.0,No,Off-campus,27.0,81.0,8.3,8.8,1.0,8.0,5.0,9.0,1.0,10.0,J1,3.0,2.9,111.7,2.84
female,group A,some college,standard,23.0,Other,4.0,102302.0,Loan,4.0,Yes,With relatives,18.0,60.0,8.6,8.2,4.0,11.6,5.0,1.0,9.0,6.0,F1,7.0,2.87,115.3,2.43
female,group D,some high school,free/reduced,27.0,Other,1.0,82443.0,Self-funded,16.0,No,Off-campus,19.0,60.0,9.0,4.2,4.0,9.9,2.0,6.0,6.0,3.0,F1,2.0,2.22,118.7,2.25
female,group E,associate's degree,standard,29.0,Nigeria,3.0,111668.0,Scholarship,5.0,No,With relatives,37.0,100.0,4.8,8.5,4.0,6.1,4.0,2.0,9.0,9.0,F1,8.0,2.28,97.6,2.78
female,group C,some high school,free/reduced,26.0,India,3.0,94027.0,Self-funded,1.0,No,Off-campus,29.0,76.0,8.3,6.3,4.0,13.4,9.0,4.0,6.0,10.0,F1,7.0,3.64,118.0,2.83
male,group D,some college,standard,18.0,South Korea,1.0,20138.0,Loan,3.0,Yes,On-campus,25.0,60.0,5.3,2.4,0.0,2.4,9.0,6.0,2.0,8.0,F1,8.0,3.77,108.9,2.56
female,group D,some college,standard,21.0,South Korea,1.0,20358.0,Self-funded,21.0,No,On-campus,21.0,70.0,7.0,5.7,0.0,14.9,6.0,5.0,1.0,9.0,F1,2.0,2.47,82.8,2.62
male,group A,some high school,standard,26.0,Other,2.0,139619.0,Loan,25.0,No,Off-campus,27.0,68.0,6.5,9.5,3.0,1.8,9.0,6.0,8.0,5.0,F1,3.0,2.23,107.3,2.03
male,group C,some college,standard,21.0,India,3.0,95250.0,Loan,10.0,No,Off-campus,21.0,63.0,4.1,9.1,4.0,0.2,4.0,3.0,3.0,3.0,F1,4.0,2.11,107.5,2.22
female,group E,associate's degree,standard,27.0,Brazil,3.0,105376.0,Scholarship,7.0,Yes,With relatives,18.0,76.0,8.7,2.8,1.0,13.4,1.0,5.0,1.0,4.0,J1,9.0,3.22,116.2,2.84
female,group B,bachelor's degree,standard,20.0,South Korea,2.0,119931.0,Family,11.0,No,On-campus,33.0,84.0,4.4,8.0,3.0,3.7,2.0,2.0,8.0,5.0,F1,5.0,3.43,94.9,2.8
female,group D,bachelor's degree,standard,26.0,Brazil,0.0,50654.0,Loan,7.0,No,With relatives,24.0,100.0,7.4,8.4,4.0,10.9,1.0,7.0,1.0,9.0,F1,6.0,2.75,103.4,3.04
male,group C,some high school,standard,19.0,India,2.0,45879.0,Loan,10.0,No,Off-campus,34.0,72.0,7.9,4.2,0.0,12.2,8.0,3.0,8.0,9.0,F1,1.0,3.36,80.5,2.77
female,group A,high school,free/reduced,21.0,Brazil,4.0,101532.0,Scholarship,21.0,No,Off-campus,23.0,60.0,8.0,5.8,1.0,12.9,9.0,1.0,1.0,3.0,Other,4.0,3.43,93.3,2.63
female,group D,some college,free/reduced,23.0,China,3.0,75778.0,Loan,19.0,No,With relatives,17.0,65.0,4.7,7.7,3.0,14.9,10.0,8.0,9.0,7.0,J1,4.0,3.87,82.5,2.03
female,group A,some college,standard,19.0,Nigeria,1.0,57772.0,Family,7.0,No,Off-campus,22.0,63.0,6.2,5.5,1.0,4.4,6.0,8.0,9.0,6.0,J1,10.0,2.13,100.9,1.93
female,group C,some college,standard,25.0,UK,4.0,78478.0,Scholarship,28.0,No,On-campus,27.0,82.0,8.1,2.9,4.0,10.7,2.0,3.0,9.0,4.0,F1,8.0,2.38,112.7,2.53
male,group B,some college,free/reduced,25.0,South Korea,3.0,84353.0,Family,7.0,No,With relatives,37.0,62.0,5.5,7.6,2.0,1.7,6.0,7.0,3.0,5.0,F1,8.0,2.14,88.3,2.36
male,group C,associate's degree,standard,18.0,Germany,2.0,46762.0,Family,25.0,Yes,On-campus,22.0,65.0,6.3,9.3,1.0,6.1,9.0,9.0,4.0,10.0,F1,10.0,3.74,101.1,2.47
male,group D,high school,standard,29.0,Nigeria,4.0,33283.0,Scholarship,29.0,No,On-campus,13.0,60.0,5.4,7.2,1.0,12.7,3.0,8.0,5.0,2.0,F1,6.0,3.59,88.2,2.15
female,group C,associate's degree,standard,20.0,UK,3.0,83922.0,Loan,16.0,Yes,On-campus,37.0,95.0,6.3,8.2,0.0,5.5,9.0,3.0,6.0,7.0,J1,8.0,3.15,84.8,2.8
female,group B,high school,free/reduced,27.0,Brazil,0.0,59420.0,Family,19.0,No,With relatives,36.0,60.0,8.4,4.9,4.0,8.9,2.0,2.0,9.0,4.0,F1,9.0,2.17,100.4,2.55
male,group D,some high school,standard,26.0,South Korea,0.0,75568.0,Family,19.0,Yes,Off-campus,21.0,78.0,6.3,3.5,1.0,7.6,5.0,10.0,4.0,2.0,Other,5.0,2.55,83.2,2.09
male,group B,some high school,standard,22.0,Brazil,1.0,105090.0,Family,22.0,Yes,On-campus,23.0,85.0,6.8,7.1,4.0,9.7,2.0,7.0,6.0,6.0,F1,1.0,2.6,103.5,2.52
female,group A,some college,standard,23.0,China,3.0,40219.0,Family,15.0,No,On-campus,31.0,87.0,6.0,4.6,0.0,14.6,7.0,7.0,1.0,2.0,J1,1.0,3.12,81.3,2.56
female,group C,some high school,standard,21.0,India,0.0,77169.0,Scholarship,13.0,Yes,On-campus,10.0,75.0,6.3,8.9,4.0,0.8,10.0,9.0,2.0,10.0,F1,2.0,2.52,84.3,2.14
male,group A,high school,standard,27.0,South Korea,2.0,120455.0,Scholarship,29.0,No,Off-campus,39.0,60.0,4.1,3.0,0.0,8.6,9.0,5.0,8.0,2.0,F1,2.0,2.15,102.0,1.96
female,group C,associate's degree,standard,19.0,UK,3.0,94965.0,Self-funded,10.0,Yes,Off-campus,38.0,60.0,5.4,5.5,0.0,12.9,7.0,4.0,4.0,7.0,F1,5.0,3.46,103.7,2.74
male,group E,some high school,standard,28.0,UK,2.0,66840.0,Self-funded,6.0,No,With relatives,24.0,75.0,6.2,5.2,3.0,7.2,5.0,8.0,10.0,1.0,F1,7.0,2.6,81.2,1.93
female,group A,some high school,free/reduced,25.0,China,2.0,64695.0,Family,15.0,No,Off-campus,29.0,60.0,7.2,9.5,4.0,1.2,4.0,4.0,7.0,7.0,F1,7.0,2.9,102.9,2.58
female,group D,some college,free/reduced,28.0,China,0.0,125209.0,Loan,12.0,No,With relatives,8.0,86.0,6.3,3.2,2.0,8.4,4.0,4.0,4.0,10.0,F1,4.0,2.26,113.5,2.49
male,group E,high school,free/reduced,23.0,Other,3.0,104754.0,Family,26.0,No,With relatives,14.0,81.0,5.7,2.1,3.0,5.0,10.0,2.0,9.0,5.0,F1,4.0,3.61,108.9,2.23
female,group B,some high school,standard,22.0,South Korea,4.0,97988.0,Loan,14.0,Yes,With relatives,14.0,82.0,5.9,3.9,0.0,2.3,8.0,1.0,9.0,1.0,F1,10.0,3.13,85.2,2.11
female,group D,associate's degree,free/reduced,26.0,Brazil,0.0,78342.0,Family,23.0,No,With relatives,28.0,76.0,5.2,8.6,2.0,12.7,10.0,4.0,4.0,6.0,F1,3.0,3.8,103.7,2.59
female,group D,bachelor's degree,free/reduced,18.0,Germany,0.0,134516.0,Self-funded,15.0,Yes,With relatives,25.0,72.0,8.6,3.7,1.0,7.8,10.0,7.0,8.0,7.0,F1,2.0,2.99,106.9,2.27
male,group A,high school,standard,22.0,UK,3.0,38951.0,Self-funded,26.0,No,On-campus,15.0,63.0,6.6,3.9,1.0,14.0,10.0,9.0,6.0,1.0,J1,3.0,3.88,81.5,1.91
female,group E,master's degree,standard,23.0,UK,3.0,21307.0,Loan,20.0,No,Off-campus,31.0,99.0,4.1,3.0,3.0,12.1,10.0,9.0,1.0,9.0,J1,8.0,3.78,114.2,2.76
male,group C,high school,free/reduced,22.0,China,2.0,100388.0,Family,22.0,No,On-campus,20.0,60.0,4.1,7.7,2.0,10.4,10.0,10.0,7.0,7.0,F1,1.0,3.15,116.3,1.87
female,group C,high school,free/reduced,23.0,Nigeria,3.0,110768.0,Loan,23.0,Yes,With relatives,30.0,71.0,8.9,2.6,4.0,0.1,1.0,1.0,1.0,1.0,F1,4.0,3.87,114.0,3.17
female,group D,some college,standard,23.0,China,2.0,55428.0,Self-funded,8.0,No,Off-campus,34.0,78.0,5.1,4.6,2.0,6.4,5.0,5.0,3.0,3.0,F1,7.0,2.65,113.0,2.53
